merchant_0,merchant_1,merchant_2,merchant_3,merchant_4,merchant_5,merchant_6,merchant_7,merchant_8,merchant_9,category_0,category_1,category_2,category_3,job_0,job_1,job_2,job_3,job_4,job_5,job_6,job_7,age,state_0,state_1,state_2,state_3,city_0,city_1,city_2,city_3,city_4,city_5,city_6,city_7,amount,is_fraud
0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,43,0,0,0,1,0,0,0,1,1,0,0,0,75.79,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,69,0,0,1,0,0,0,0,0,0,0,1,1,95.36,0
0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,41,1,0,0,1,0,1,1,0,0,1,1,1,62.83,0
1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,48,1,0,0,1,0,0,0,0,1,1,1,0,88.58,0
0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,87,0,1,1,1,0,0,0,0,1,0,0,1,9.96,0
0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,84,0,1,0,0,0,0,0,1,1,0,1,0,105.15,0
0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,35,0,0,0,1,0,0,0,0,0,0,1,0,38.31,0
0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,30,0,0,1,1,1,0,0,0,0,0,1,0,82.86,0
1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,69,0,0,1,0,0,0,0,0,0,0,1,1,68.0,0
0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,73,1,0,0,1,0,0,0,1,0,0,0,1,23.82,0
0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,38,0,1,1,0,0,0,1,1,1,0,1,0,57.07,0
0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,73,0,0,0,1,0,1,1,1,1,1,1,0,54.99,0
0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,41,0,0,1,0,0,1,0,0,0,1,1,0,8.0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,66,1,0,0,1,0,1,0,1,1,1,0,0,31.78,0
1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,67,0,1,0,0,0,1,0,1,0,1,0,0,9.66,0
0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,47,0,0,1,0,0,0,1,0,1,0,1,0,189.61,0
0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,45,0,1,0,1,0,1,1,1,0,1,0,0,62.94,0
0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,35,0,0,1,1,0,1,1,1,0,1,0,1,54.41,0
0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,77,0,0,1,0,0,1,0,1,1,0,1,1,237.51,0
0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,55,0,1,1,1,1,0,0,1,1,0,1,1,55.15,0
0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,52,0,0,1,0,0,0,1,1,1,0,1,1,3.83,0
0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,48,1,0,0,1,0,0,0,0,1,1,1,0,90.28,0
0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,63,0,0,0,1,0,0,0,1,1,1,1,0,65.47,0
0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,23,0,1,0,1,0,0,0,1,0,0,0,0,5.97,0
0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,31,0,1,0,0,0,0,1,0,1,1,1,1,8.36,0
1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,84,1,0,0,0,0,0,0,0,1,1,0,0,40.14,0
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,35,0,0,1,1,0,1,1,1,0,1,0,1,41.19,0
0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,35,0,0,0,1,0,0,0,0,0,0,1,0,6.47,0
0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,68,0,0,1,0,0,0,0,1,1,1,0,0,5.2,0
1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,31,0,1,0,0,0,0,1,0,1,1,1,1,37.15,0
1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,41,1,0,0,1,0,1,1,0,0,1,1,1,9.84,0
0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,94,0,0,1,0,1,0,0,0,0,1,0,0,52.39,0
1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,52,1,0,1,1,0,0,1,1,0,1,1,0,2.3,0
0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,84,1,0,0,0,0,0,0,0,1,1,0,0,1818.3,0
0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,82,0,0,0,1,0,1,0,1,0,1,0,1,1.69,0
0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,67,0,1,1,1,0,1,0,0,1,1,0,1,66.73,0
0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,35,0,0,1,0,0,1,0,0,1,0,1,1,43.58,0
0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,73,0,0,0,1,0,1,1,1,1,1,1,0,117.74,0
0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,34,0,0,0,1,0,0,0,1,0,0,1,1,123.8,0
0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,39,0,0,1,1,0,0,1,0,0,0,1,1,104.24,0
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,48,0,0,0,1,0,0,1,0,0,1,1,1,100.84,0
0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,48,0,0,0,1,0,0,1,0,0,1,1,1,43.9,0
0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,34,0,0,0,1,0,0,0,1,0,0,1,1,91.17,0
0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,39,0,1,1,0,0,0,0,1,1,0,0,1,30.4,0
0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,36,1,1,0,0,0,1,1,1,0,0,0,0,7.71,0
0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,23,0,1,0,1,0,0,0,1,0,0,0,0,64.65,0
0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,56,0,1,0,1,0,0,1,1,0,1,0,0,1602.94,0
0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,38,0,0,1,0,0,0,0,0,1,1,0,1,27.13,0
0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,36,1,1,0,0,0,1,1,1,0,0,0,0,7.48,0
0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,35,0,0,0,1,0,0,0,0,0,0,1,0,26.28,0
0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,62,0,1,0,1,0,1,1,1,0,0,0,1,40.83,0
0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,51,0,0,1,0,0,1,0,1,1,1,0,1,55.24,0
1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,67,0,1,1,0,0,0,1,1,0,0,1,1,51.13,0
0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,39,0,1,1,0,0,1,0,0,1,1,0,0,61.9,0
1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,35,0,0,0,1,1,0,0,1,0,1,1,1,72.85,0
0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,35,0,1,0,1,0,0,1,0,0,1,0,0,1.89,0
1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,95,1,0,0,1,0,1,0,0,1,0,0,1,58.84,0
0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,50,0,0,1,0,0,1,1,0,1,0,0,1,77.97,0
0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,38,0,1,0,0,1,0,1,0,0,0,0,1,83.31,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,33,1,1,0,0,1,0,0,0,1,1,1,0,133.63,0
0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,39,0,1,1,0,0,1,0,0,1,1,0,0,46.96,0
1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,23,1,0,1,0,0,0,0,1,1,0,1,1,43.77,0
0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,23,1,0,1,0,0,0,0,1,1,0,1,1,3.76,0
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,78,1,0,0,1,1,0,0,0,1,0,1,0,6.32,0
0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,56,1,0,0,1,1,0,0,0,1,1,0,0,28.67,0
0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,88,1,0,0,1,0,0,1,1,1,0,0,0,8.46,0
1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,29,0,1,1,1,0,1,1,0,0,0,1,0,97.15,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,51,0,0,1,0,0,1,1,0,0,1,0,1,202.23,0
1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,23,0,1,0,1,0,0,0,1,0,0,0,0,9.1,1
0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,35,0,0,0,1,1,0,0,1,0,1,1,1,134.49,0
0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,57,0,1,1,1,0,1,1,0,1,1,1,1,73.49,0
1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,45,0,1,1,0,0,0,0,0,0,1,1,1,4.83,0
0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,56,1,0,0,1,1,0,0,0,1,1,1,1,17.77,0
0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,94,0,0,0,1,1,0,0,0,1,0,0,0,248.24,0
1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,40,0,0,1,0,1,0,0,0,0,1,0,1,11.99,0
1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,57,0,0,1,0,0,1,1,1,0,0,1,1,1.97,0
0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,39,0,0,1,1,0,0,1,0,0,0,1,1,1.98,0
0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,71,1,0,0,1,0,1,0,1,1,0,1,0,4.66,0
0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,57,0,0,1,0,0,1,0,1,1,1,1,1,61.92,0
0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,30,0,0,1,1,1,0,0,0,0,0,1,0,145.73,0
0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,48,0,0,0,1,0,0,1,0,0,1,1,1,97.43,0
0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,62,0,1,1,1,0,0,1,1,0,0,0,0,200.55,0
0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,38,0,0,0,1,0,0,1,0,1,0,1,1,59.43,0
0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,88,1,0,0,1,0,0,1,1,1,0,0,0,1.58,0
0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,49,0,0,0,1,0,1,0,0,1,1,1,1,41.7,0
0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,44,0,0,0,1,0,0,1,0,1,0,0,0,64.83,0
0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,56,0,0,1,1,0,1,0,1,0,0,1,1,34.89,0
0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,39,0,0,1,1,0,0,1,0,0,0,1,1,5.86,0
0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,39,0,1,1,0,0,0,0,1,1,0,0,1,52.84,0
1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,50,1,0,0,1,0,1,1,1,1,0,0,0,230.17,0
0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,67,0,1,1,1,0,1,0,0,1,1,0,1,47.39,0
0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,51,0,0,1,0,0,1,0,1,1,1,0,1,4.0,0
1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,35,0,0,0,1,0,0,0,0,0,0,1,0,6.62,0
0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,42,1,0,1,0,0,0,0,1,1,0,1,1,3.04,0
0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,49,0,0,1,0,0,1,0,0,1,0,1,0,43.7,0
0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,43,1,0,0,1,0,0,0,1,0,1,1,0,69.42,0
0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,49,1,0,0,1,0,1,0,1,1,1,1,0,4.23,0
0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,30,1,1,0,0,0,0,1,1,1,1,0,1,46.35,0
0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,54,0,1,1,0,1,0,1,0,0,0,1,0,110.49,0
1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,34,0,0,0,1,0,0,0,1,0,0,1,1,23.27,0
0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,42,0,0,1,1,0,1,1,0,1,0,1,0,100.29,0
1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,52,1,0,1,1,0,0,1,1,0,1,1,0,7.84,0
0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,42,0,0,1,1,0,1,1,0,1,0,1,0,38.97,0
0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,49,1,0,0,1,1,0,0,0,1,0,1,1,47.17,0
1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,72,0,0,1,0,0,0,0,1,0,1,0,0,4.03,0
0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,56,1,0,0,1,1,0,0,0,1,1,0,0,65.1,0
0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,68,0,0,1,0,0,0,1,1,1,1,0,0,21.06,0
0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,65,0,0,1,0,0,1,1,1,1,0,1,1,9.72,0
0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,72,0,0,1,0,0,0,0,1,0,1,0,0,130.69,0
0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,52,0,0,1,0,0,0,1,1,1,0,1,1,203.01,0
0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,78,1,0,0,1,1,0,0,0,1,0,1,0,75.96,0
0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,42,1,0,1,0,0,0,0,1,1,0,1,1,45.33,0
1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,56,1,1,0,1,0,1,0,0,0,1,1,1,5.71,0
1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,52,0,0,1,0,0,0,1,1,1,0,1,1,6.48,0
0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,56,0,0,1,1,0,1,0,1,0,0,1,1,9.15,0
1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,35,0,1,0,1,0,0,1,0,0,1,0,0,29.46,0
0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,60,1,1,0,0,0,1,1,0,0,0,0,1,9.45,0
0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,49,0,0,1,0,0,1,0,0,1,0,1,0,43.8,0
0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,56,0,1,0,1,0,0,1,1,0,1,0,0,1.53,0
1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,57,0,0,0,1,0,1,0,1,0,1,1,1,66.2,0
0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,87,0,1,1,1,0,0,0,0,1,0,0,1,94.16,0
0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,35,0,0,0,1,0,0,0,0,0,0,1,0,62.37,0
0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,44,1,1,0,0,0,1,1,0,0,0,1,1,52.86,0
0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,48,0,1,0,0,0,0,0,0,0,1,0,1,148.25,0
1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,41,0,1,1,0,0,0,1,0,0,1,0,1,80.38,0
0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,81,0,1,1,1,0,1,1,0,1,1,1,0,2.77,0
0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,51,0,1,0,1,0,0,0,0,1,1,1,1,9.8,0
0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,71,1,0,0,1,0,1,0,1,1,0,1,0,7.11,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,52,1,0,1,1,0,0,1,1,0,1,1,0,191.91,0
1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,33,1,1,0,0,1,0,0,0,1,1,1,0,102.48,0
1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,39,0,1,1,0,0,1,0,0,1,1,0,0,1.89,0
0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,34,0,0,0,1,0,0,0,1,0,0,1,1,94.84,0
0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,50,0,0,1,0,0,0,0,0,1,0,1,1,67.81,0
0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,73,0,0,0,1,0,1,1,1,1,1,1,0,42.2,0
0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,33,1,1,0,0,1,0,0,0,1,1,1,0,123.56,0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,36,1,0,1,0,0,1,0,1,1,0,0,1,5.97,0
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,52,1,0,1,1,0,0,1,1,0,1,1,0,1.44,0
1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,48,0,1,0,0,0,0,0,0,0,1,0,1,140.32,0
0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,38,0,0,0,1,0,1,1,1,0,1,1,0,95.65,0
0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,35,0,0,1,0,0,0,1,0,0,0,0,1,7.15,0
0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,87,0,1,1,1,0,0,0,0,1,0,0,1,54.47,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,65,0,0,1,0,0,1,1,1,1,0,1,1,151.53,0
1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,60,1,1,0,0,0,1,1,0,0,0,0,1,50.09,0
0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,49,0,0,0,1,0,1,0,0,1,1,1,1,40.48,0
0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,35,0,0,0,1,1,0,0,1,0,1,1,1,108.57,0
0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,35,0,1,0,0,0,1,1,1,0,0,1,0,53.37,0
0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,60,0,1,1,1,1,0,0,0,1,0,0,1,3.65,0
0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,77,0,0,1,0,0,1,0,1,1,0,1,1,156.27,0
0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,57,1,0,1,1,0,0,1,1,1,1,1,0,55.24,0
0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,34,0,0,1,0,0,1,0,1,0,0,0,1,41.57,0
0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,49,1,0,0,1,0,1,0,1,1,1,1,0,124.46,0
0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,35,0,0,0,1,1,0,0,1,0,1,1,1,82.21,0
1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,52,1,0,1,1,0,0,1,1,0,1,1,0,9.76,0
0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,45,0,1,0,0,0,1,1,0,1,0,0,0,44.18,0
0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,36,1,0,1,0,0,1,0,1,1,0,0,1,49.08,0
0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,83,1,0,0,1,0,0,1,1,0,1,1,1,10.83,0
0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,51,0,0,1,0,0,1,1,0,0,1,0,1,59.84,0
0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,53,0,0,1,0,0,1,0,0,0,1,0,1,48.02,0
0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,49,1,0,0,1,0,1,0,1,1,1,1,0,2.52,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,60,0,1,1,1,1,0,0,0,1,0,0,1,113.58,0
0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,52,0,0,1,0,0,0,1,1,1,0,1,1,109.81,0
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,36,1,1,0,0,0,1,1,1,0,0,0,0,2.34,0
1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,72,0,0,1,0,0,0,0,1,0,1,0,0,71.56,0
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,30,0,0,1,1,1,0,0,0,0,0,1,0,83.65,0
0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,95,0,1,1,1,0,1,0,1,0,0,0,0,74.86,0
0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,53,0,0,1,0,0,1,0,0,0,1,0,1,55.05,0
0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,39,0,0,1,1,0,0,1,0,0,0,1,1,4.55,0
1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,26,0,0,1,0,0,0,0,1,1,1,0,0,81.0,0
0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,36,1,0,1,0,0,1,0,1,1,0,0,1,192.79,0
0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,50,0,0,0,1,0,1,0,0,0,1,0,0,49.59,0
0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,53,0,0,1,0,0,1,0,0,0,1,0,1,5.1,0
0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,39,0,1,1,0,0,1,0,0,1,1,0,0,9.46,0
0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,52,0,0,1,0,0,0,1,1,1,0,1,1,234.12,0
0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,36,1,0,1,0,0,1,0,1,1,0,0,1,3.88,0
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,49,0,0,1,0,0,1,0,0,1,0,1,0,2.72,0
0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,64,0,0,1,0,0,0,1,0,0,0,0,1,86.3,0
0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,48,0,0,0,1,0,0,1,0,0,1,1,1,131.47,0
1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,30,0,0,0,1,0,0,1,1,0,1,0,1,261.23,0
0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,35,0,0,0,1,0,0,0,0,0,0,1,0,59.45,0
0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,88,1,0,1,0,0,1,0,0,0,0,0,0,84.76,0
0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,66,1,0,0,1,0,1,0,1,1,1,0,0,4.33,0
